"American Gods, Vol. 1: Shadows","Gaiman, Neil","Russell, P. Craig","Hampton, Scott; Simonson, Walt",,American Gods,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
"American Gods, Vol. 2: My Ainsel","Gaiman, Neil","Russell, P. Craig","Hampton, Scott",,American Gods,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Annie Leibovitz at Work,"Leibovitz, Annie",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Crime and Punishment: The Graphic Novel,"Tezuka, Osamu",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings","Simons, Rae","Zoldak, Joyce",,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Gender Outlaws: The Next Generation,"Bornstein, Kate","Bergman, S. Bear",,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Himawari House,"Becker, Harmony",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Milk and Honey,"Kaur, Rupi",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
The Daughters of Ys,"Anderson, M.T.",,"Rioux, Jo",,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
The Human Body in Action,"Gallavotti, Barbara",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
Women,"Leibovitz, Annie","Sontag, Susan",,,,Missouri,Kirkwood School District,October 2022,Banned in Libraries and Classrooms,Legislative Action
"A Game of Thrones: The Graphic Novel, Vol. 1","Martin, George R.R.","Abraham, Daniel","Patterson, Tommy",,A Game of Thrones,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"A Game of Thrones: The Graphic Novel, Vol. 2","Martin, George R.R.","Abraham, Daniel","Patterson, Tommy",,A Game of Thrones,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"A Game of Thrones: The Graphic Novel, Vol. 3","Martin, George R.R.","Abraham, Daniel","Patterson, Tommy",,A Game of Thrones,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"A Game of Thrones: The Graphic Novel, Vol. 4","Martin, George R.R.","Abraham, Daniel","Patterson, Tommy",,A Game of Thrones,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"Bleach, Vol. 21","Kubo, Tite",,,,Bleach,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Dangerous Woman: The Graphic Biography of Emma Goldman,"Rudahl, Sharon",,,,,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Juliet Takes a Breath,"Rivera, Gabby",,,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Kiss Number 8,"Venable, Colleen A. F.",,"Crenshaw, Ellen T.",,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Last Man: The Royal Cup,"Vivès, Bastien","Sanlaville, Michaël; Balak",,"Siegel, Alexis",Last Man,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Milk and Honey,"Kaur, Rupi",,,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Quackery: A Brief History of the Worst Ways to Cure Everything,"Kang, Lydia","Pedersen, Nate",,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
"The Walking Dead, Vol. 11: Fear the Hunters","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,The Walking Dead,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"The Walking Dead, Vol. 4: The Heart's Desire","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,The Walking Dead,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"The Walking Dead, Vol. 7: The Calm Before","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,The Walking Dead,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
"The Walking Dead, Vol. 8: Made to Suffer","Kirkman, Robert",,"Adlard, Charlie; Rathburn, Cliff",,The Walking Dead,Missouri,Lindbergh Schools,September 2022,Banned in Libraries,Legislative Action
This Book Is Gay,"Dawson, Juno",,,,,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
Watchmen,"Moore, Alan",,"Gibbons, Dave",,Watchmen Comics,Missouri,Lindbergh Schools,November 2022,Banned in Libraries,Legislative Action
"Be Gay, Do Comics: Queer History, Memoir, and Satire",The Nib,,,,,Missouri,Mehlville School District,August 2022,Banned in Libraries,Legislative Action
Flamer,"Curato, Mike",,,,,Missouri,Mehlville School District,August 2022,Banned in Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Mehlville School District,August 2022,Banned in Libraries,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Mehlville School District,August 2022,Banned in Libraries,Legislative Action
Watchmen,"Moore, Alan",,"Gibbons, Dave",,Watchmen Comics,Missouri,Mehlville School District,August 2022,Banned in Libraries,Legislative Action
"Be Gay, Do Comics: Queer History, Memoir, and Satire",The Nib,,,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
Flamer,"Curato, Mike",,,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
Home After Dark,"Small, David",,,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
This Book Is Gay,"Dawson, Juno",,,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
Zahra's Paradise,Amir,,Khalil,,,Missouri,North Kansas City Schools,September 2022,Banned in Libraries,Legislative Action
Flamer,"Curato, Mike",,,,,Missouri,Raytown Quality Schools,September 2022,Banned in Libraries,Legislative Action
Lighter Than My Shadow,"Green, Katie",,,,,Missouri,Raytown Quality Schools,September 2022,Banned in Libraries,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,Raytown Quality Schools,September 2022,Banned in Libraries,Legislative Action
The Complete Maus: A Survivor's Tale,"Spiegelman, Art",,,,,Missouri,Ritenour School District,September 2022,Banned in Libraries and Classrooms,Legislative Action
Batman: White Knight,"Murphy, Sean",,"Hollingsworth, Matt",,Batman Comics,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
"Be Gay, Do Comics: Queer History, Memoir, and Satire",The Nib,,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Bingo Love #1,"Franklin, Tee",,"St. Onge, Jenn; San, Joy; FT, Genevieve",,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
"Fire Force, Vol. 1","Ohkubo, Atsushi",,,,Fire Force,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Flamer,"Curato, Mike",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Gilgamesh: A Graphic Novel,"Winegarner, Andrew",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Home After Dark,"Small, David",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
"Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel)","Moen, Erika","Nolan, Matthew",,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Lighter Than My Shadow,"Green, Katie",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Seek You: A Journey Through American Loneliness,"Radtke, Kristen",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
"Sumomomo, Momomo: The Strongest Bride on Earth, Vol. 1","Ohtaka, Shinobu",,,,"Sumomomo, Momomo",Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
SuperMutant Magic Academy,"Tamaki, Jillian",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Good Earth (Graphic Adaptation),"Buck, Pearl S.",,"Bertozzi, Nick",,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Sacrifice of Darkness,"Gay, Roxane","Oliver, Tracy Lynne","Kirby, Rebecca; Fenner, James",,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Stranger: The Graphic Novel,"Camus, Albert",,"Ferrandez, Jacques","Smith, Sandra",,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Watchmen,"Moore, Alan",,"Gibbons, Dave",,Watchmen Comics,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Why Comics?: From Underground to Everywhere,"Chute, Hillary L.",,,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
Zahra's Paradise,Amir,,Khalil,,,Missouri,Rockwood School District,August 2022,Banned in Libraries and Classrooms,Legislative Action
The Hate U Give,"Thomas, Angie",,,,,Missouri,St. Clair R-XIII School District,November 2022,Banned in Libraries and Classrooms,Administration
"Be Gay, Do Comics: Queer History, Memoir, and Satire",The Nib,,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Breakfast of Champions,"Vonnegut Jr., Kurt",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Flamer,"Curato, Mike",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Home After Dark,"Small, David",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Lighter Than My Shadow,"Green, Katie",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Milk and Honey,"Kaur, Rupi",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
The Sun and Her Flowers,"Kaur, Rupi",,,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Watchmen,"Moore, Alan",,"Gibbons, Dave",,Watchmen Comics,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
Zahra's Paradise,Amir,,Khalil,,,Missouri,Webster Groves School District,September 2022,Banned in Libraries,Legislative Action
"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga","Gravett, Paul",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
50 Artists You Should Know,"Köster, Thomas","Röper, Lars",,,50 You Should Know,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
50 Paintings You Should Know,"Lowis, Kristina","Pickeral, Tamsin",,,50 You Should Know,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
50 Sculptures You Should Know,"Kühl, Isabel","Reichold, Klaus",,,50 You Should Know,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
50 Women Artists You Should Know,"Weidemann, Christiane","Larass, Petra; Klier, Melanie",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
A Brief History of Manga,"McCarthy, Helen",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
A Gift for a Ghost,"González, Borja",,,"Douglas, Lee",,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
A History of Art,"Perdew, Laura",,,,Essential Library of Cultural History,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
A Map to the Sun,"Leong, Sloane",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
A Story about Cancer with a Happy Ending,"Desjardins, India",,"Ferrer, Marianne","Ouellet, Solange",,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
African Art: An Introduction,"Willett, Frank",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Alan Moore's America's Best Comics,"Moore, Alan",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
All-Action Classics No. 3: The Odyssey,Homer,"Mucci, Tim","Caldwell, Ben; Tenderini, Emanuel; Lacy, Rick",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Altered Carbon: One Life, One Death","Morgan, Richard K.","Wilson, Scott Bryan",,"Fuchs, Max",Altered Carbon,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
An Introduction to Drawing: An Artist's Guide to Skills & Techniques,"Hazlewood, Robin",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
An Introduction to Oil Painting,"Smith, Ray",,,,DK Art School,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
An Introduction to Watercolor,"Smith, Ray",,,,DK Art School,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
André Kertész,"Greenough, Sarah","Gurbo, Robert; Kennel, Sarah",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Animal Stories,"Hoey, Peter","Hoey, Maria",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Art That Changed the World,"Chilvers, Ian","Zaczek, Iain; Welton, Jude; Bugler, Caroline; Mack, Lorrie",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Art: A World History,"Buchholz, Elke Linda","Kaeppele, Susanne; Hille, Karoline; Stotland, Irina; Buhler, Gerhard",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Art: Annotated Guides,"Cumming, Robert",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Assassination Classroom,"Matsui, Yūsei",,,,Assassination Classroom,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Babylonian Mythology,"Nardo, Don",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Batman: The Dark Knight Strikes Again,"Miller, Frank","Varley, Lynn",,,The Dark Knight Saga,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Beasts of Burden: Animal Rites,"Dorkin, Evan","Thompson, Jill",,,Beasts of Burden,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Black Butler, Vol. 29","Toboso, Yana",,,,Black Butler,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Black Magick: Awakening,"Rucka, Greg",,"Scott, Nicola",,Black Magick,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Black Road: The Holy North,"Wood, Brian",,"Brown, Garry",,Black Road,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Blackbird: Book 1 The Great Beast,"Humphries, Sam",,"Bartel, Jen",,Blackbird,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Bloodlust and Bonnets,"McGovern, Emily",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Blues: A History of American Music,"Handyside, Christopher",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Body Talk: 37 Voices Explore Our Radical Anatomy,"Jensen, Kelly",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Bone Parish, Vol. 1","Bunn, Cullen",,"Scharf, Jonas; Guimaraes, Alex",,Bone Parish Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Bone Parish, Vol. 2","Bunn, Cullen",,"Scharf, Jonas; Guimaraes, Alex",,Bone Parish Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Bone Parish, Vol. 3","Bunn, Cullen",,"Scharf, Jonas; Guimaraes, Alex",,Bone Parish Series,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Bosch: The Garden of Earthly Delights,"Zuffi, Stefano",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Brazen: Rebel Ladies Who Rocked the World,"Bagieu, Pénélope",,,"Kane, Montana",,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Cezanne: Mont Sainte Victoire,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Chagall: The Falling Angel,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Chaucer's Canterbury Tales,"Williams, Marcia","Chaucer, Geoffrey",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Complete Guide to Drawing and Painting,Reader's Digest Editors,,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Coyotes, Vol. 1","Lewis, Sean",,"Yarsky, Caitlin",,Coyotes,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"Coyotes, Vol. 2","Lewis, Sean",,"Yarsky, Caitlin",,Coyotes,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Dali: The Persistence of Memory,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Deadly Class,"Remender, Rick",,"Craig, Wes; Loughridge, Lee",,Deadly Class,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Deep Dark Fears,"Krause, Fran",,,,Deep Dark Fears Collection,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Degas: Impressions of a Great Master,"Gruitrooy, Gerhard",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Degas: The Dance Class,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Democracy,"Papadatos, Alecos","Kawa, Abraham; Di Donna, Annie",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Discovering Mythology - Gods and Goddesses,"Mass, Wendy",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Don't Know Much About Mythology: Everything You Need to Know About the Greatest Stories in Human History but Never Learned,"Davis, Kenneth C.",,,,Don't Know Much About,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Edward Hopper: A Modern Master,"Berkow, Ita G.",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Epileptic,"B., David",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Fantastic Four By Mark Waid and Mike Wieringo: Ultimate Collection - Book One (Fantastic Four 1998-2012),"Waid, Mark",,"Wieringo, Mike; Buckingham, Mike",,Fantastic Four Ultimate Collection,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Feynman,"Ottaviani, Jim",,"Myrick, Leland",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Filmish: A Graphic Journey Through Film,"Ross, Edward",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Flawed,"Dorfman, Andrea",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Full Bloom: The Art and Life of Georgia O' Keefe,"Drohojowska-Philip, Hunter",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Giant Days,"Allison, John","Cogar, Whitney","Treiman, Lissa",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Giant Days: Not On the Test Edition Vol. 1 - Fall Semester,"Allison, John",,"Treiman, Lissa; Sarin, Max",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Giant Days: Not On the Test Edition Vol. 2 - Winter Semester,"Allison, John",,"Treiman, Lissa; Sarin, Max; Fleming, Liz",,Giant Days,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Girl Talk: The Ultimate Body & Puberty Book for Girls,Editors of Cider Mill Press,,"Vallo, Chris",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Good Talk: A Memoir in Conversations,"Jacob, Mira",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Classics Volume 8: Mark Twain - 2nd Edition,"Twain, Mark","Caputo, Antonella","Geary, Rick; Geradts, Evert; Flenniken, Shary; Miller, Nick; Gane, Simon; Ulve, Kirsten; Pawlosky, Toni; Tooks, Lance; Weber, Lisa K.; Owens, Annie; Fleener, Mary; Reppeteaux, Lesley",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Classics: Bram Stoker,"Pomplun, Tom","Stoker, Bram","Ollmann, Joe; Schacherl, Rico; Alanguilan, Gerry; Geradts, Evert; Jeremi, Onsmith; Emerson, Hunt",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Classics: Edgar Allan Poe,"Pomplun, Tom","Poe, Edgar Allan","Geary, Rick; Sala, Richard; Crumb, Maxon; Bonivert, J. B.; Langridge, Roger; Rodriguez, Spain; Weber, Lisa K.; Gomez, Juan; Shaw, Stanley; Lopez, Pedro; Coulthart, John; Howarth, Matt",,Graphic Classics,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Graphic Design: A New History,"Eskilson, Stephen J.",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Grass,"Gendry-Kim, Keum Suk",,,"Hong, Janet",,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Great Masterpieces of the World,"Korn, Irene",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Green River Killer: A True Detective Story,"Jensen, Jeff",,"Case, Jonathan",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Harry Callahan: The Photographer at Work,"Salvesen, Britt",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Himawari House,"Becker, Harmony",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
History of Western Art in Comics Part One: From Prehistory to the Renaissance,"Augustin, Marion",,"Heitz, Bruno",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Hitler's Final Solution,"Allen, John",,,,Understanding the Holocaust,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Hollow City: The Graphic Novel,"Riggs, Ransom",,"Jean, Cassandra",,Miss Peregrine's Peculiar Children,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Holocaust Camps and Killing Centers,"Blohm, Craig E.",,,,Understanding the Holocaust,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Holocaust Rescue and Liberation,"Blohm, Craig E.",,,,Understanding the Holocaust,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Holocaust Resistance,"Blohm, Craig E.",,,,Understanding the Holocaust,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Home After Dark,"Small, David",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Home Body,"Kaur, Rupi",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Horde,"Bennett, Marguerite",,"Leiz, Leila",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
How to Be Ace: A Memoir of Growing Up Asexual,"Burgess, Rebecca",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
How to Read Italian Renaissance Painting,"Zuffi, Stefano",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"I Hate Fairyland, Vol. 1: Madly Ever After","Young, Skottie",,,,I Hate Fairyland,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Irving Penn: A Career In Photography,"Westerbeck, Colin","Eisler, Colin; Miyake, Issey; Carpenter, Edmund; Jankauskas, Jennifer; Bernier, Rosamond; Harrison, Martin",,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",,"Emberley, Michael",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Ivy,"Oleksyk, Sarah",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Joe Hill's The Cape: 1969,"Ciaramella, Jason","Hill, Joe","Nelson, Daniel; Howard, Zach",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Kandinsky: The First Abstract Watercolour Painting,"Zeri, Federico",,,,One Hundred Paintings,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Kindred: A Graphic Novel Adaptation,"Butler, Octavia E.","Duffy, Damian","Jennings, John",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
King of King Court,"Dandro, Travis",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Kingdom of the Wicked,"Edginton, Ian",,D'Israeli,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Kiss Number 8,"Venable, Colleen A. F.",,"Crenshaw, Ellen T.",,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Last Man: The Royal Cup,"Vivès, Bastien","Sanlaville, Michaël; Balak",,"Siegel, Alexis",Last Man,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Leonardo and The Last Supper,"King, Ross",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
Leonardo: Revised Edition,"Kemp, Martin",,,,,Missouri,Wentzville School District,September 2022,Banned Pending Investigation,Legislative Action
